25,38,35,36,49,34,43,36,63,65,65,95,61,71,52,49,40,82,455
13,15,22,17,39,16,19,18,37,39,32,24,25,26,24,31,27,28,230
8,6,12,16,17,9,9,19,22,32,20,19,14,17,16,12,17,12,147
6,9,8,12,20,20,13,11,18,22,24,21,24,30,16,19,12,21,147
34,40,23,26,34,26,36,44,53,56,50,42,31,39,38,35,31,34,279
9,19,22,12,11,13,19,10,34,27,20,12,21,18,21,14,12,23,138
7,7,6,12,19,29,23,13,12,23,27,18,12,12,12,16,11,17,152
16,13,19,9,30,34,31,40,43,32,32,49,45,53,47,48,50,36,359
28,29,38,43,42,41,37,41,79,87,73,60,68,84,55,40,40,37,459
47,49,41,51,59,62,43,70,85,107,79,94,79,99,63,64,58,82,595
17,18,25,24,22,29,20,28,49,47,34,32,38,40,37,26,26,38,270
9,13,18,22,32,27,28,31,38,31,29,40,41,71,46,39,28,47,292
13,24,13,14,19,6,14,26,37,35,20,10,15,13,17,9,7,2,130
3,8,7,6,12,30,15,11,16,18,13,9,13,16,15,15,12,16,144
22,24,36,19,34,37,38,58,54,70,47,43,43,76,43,40,26,24,378
0,2,0,0,5,1,8,8,6,8,3,5,8,9,3,3,5,3,56
39,34,21,17,10,15,18,44,63,72,33,28,25,25,24,13,14,19,239
2,1,5,3,1,2,4,3,5,6,6,3,11,8,11,13,6,9,53
8,10,11,5,9,35,17,27,24,25,21,31,35,40,29,19,14,28,256
0,0,0,0,3,2,0,2,1,2,2,6,6,12,4,3,6,8,28
36,28,11,19,26,33,46,58,48,56,53,55,37,45,25,27,23,28,367
2,4,1,3,6,7,4,6,12,8,4,6,8,15,7,12,6,13,69
9,8,2,7,12,11,19,17,12,13,11,7,8,15,9,9,1,4,107
2,5,1,4,2,4,7,3,9,9,11,5,6,9,5,12,3,6,56
16,19,19,26,23,31,35,46,50,39,41,43,36,49,36,20,19,27,334
19,12,5,7,14,17,26,29,29,32,32,24,30,32,14,12,8,13,190
10,10,9,5,13,15,18,21,19,17,7,14,12,23,21,12,8,5,133
8,8,1,8,9,26,20,26,17,13,11,7,11,14,8,1,6,5,125
4,3,2,4,8,13,13,10,15,13,11,11,12,18,13,9,9,9,115
4,5,2,3,9,21,17,17,17,17,14,16,12,22,12,13,9,10,143
3,6,7,3,9,11,13,8,10,10,6,8,20,14,12,6,6,15,85
2,5,4,12,15,29,15,14,12,20,14,21,16,27,10,12,21,13,149
10,9,16,25,14,33,33,22,56,39,53,40,43,65,31,22,23,26,321
7,5,5,4,20,23,20,15,17,20,11,28,35,44,21,15,19,14,186
11,6,2,3,19,14,18,18,15,14,12,14,15,15,8,14,10,16,127
21,17,18,33,30,43,31,34,52,59,55,39,50,71,43,52,48,45,409
14,20,21,16,20,34,37,34,41,40,44,42,43,64,39,36,31,36,305
13,13,22,34,32,34,29,31,40,62,42,58,57,71,56,58,50,52,364
2,7,13,12,10,7,8,16,13,11,13,20,19,33,23,16,14,15,130
10,4,8,7,19,31,17,17,17,23,18,13,17,18,20,15,8,13,155
6,11,9,9,31,42,33,28,27,34,22,22,29,32,14,12,12,26,285
6,4,10,10,32,30,13,14,23,13,18,13,10,13,14,9,10,12,166
11,10,19,19,34,47,41,32,45,47,46,27,24,33,20,29,17,16,298
2,1,1,2,1,5,9,7,4,8,11,8,10,8,8,12,9,13,70
7,13,18,20,36,25,19,27,32,42,23,34,42,50,27,24,17,25,236
4,9,9,10,6,6,10,10,17,20,18,21,19,25,17,29,13,18,108
